artist_name,mbid,unknown_records
OYSTAHGUTT,b9223e02-ddb8-4748-87fa-94cef39385cc,1
Noah Thompson,c281e59a-f3ba-4747-a986-bdd1bc097874,1
No Filter Band,d3242a5b-277f-471d-9a55-23beb46b0e80,1
Night Revival,da35eff5-55f5-412b-9ac1-e60882d3dcb9,1
Night Like This,27209249-06be-42ac-b8d8-d7cb2041f528,1
Nick Bosse,fb03c4f0-c358-4ee0-bdc5-600e17e91ac3,1
New Misphoria,9a5f4197-9416-4f84-8c92-9deb22daeafe,1
Cleveland Pops Orchestra,a90185da-1cee-47d2-a1ea-891dd03a96a4,1
Reaping Asmodeia,45c103dc-e832-4d4f-a2b4-20f87ac860b4,1
Ragz to Stitchez,509995d7-76c1-4455-abf2-d0f7b2db26e1,1
Rachel & Griffin,13d16bf6-9130-4958-9982-88fb926db9a2,1
Queen Nation,317c1b67-d4f7-4aa3-a205-0781ca7ae7a8,1
Quadragon,e135be4a-28ea-4097-8828-bc935d351e76,1
Purplish,210fa5aa-aa76-417c-8daf-c639e63a5002,1
Public Water Supply,f8064d92-e284-47c0-8156-bbecab0e0249,1
Pretty Pretty Awful,47f34e9a-ea2f-4541-ad44-c36588e9496c,1
Pretend Friend,185b705b-7bd2-4774-bc2f-1cbe1fc4d74f,1
Prediction of the Witch,44e02bf5-5e31-484d-883c-f81927875809,1
Pollution of Soul,9ff12714-ef04-49b7-b144-7f41548650ed,1
Polarview,8b271f66-24e1-4753-ae46-0719cd776059,1
Plunky & Oneness of Juju,05cec803-78b7-478e-8f12-5e7fd9b43eb6,1
Piranha Rama,168617bb-8e16-4525-923b-3ba723a66260,1
Pineapple On Pizza,9123ba4e-d55f-4716-8e11-4e43546f4212,1
Perfect Timing Band,e52a112a-c9b8-4213-ad94-46b375d102e8,1
Buio Omega,4c722d35-c6a2-440c-aeb2-fe292ff1d633,1
Buffy Miller,86f39ac1-7deb-46de-ac51-46f6d5a9cfdc,1
Buffalo Wabs and the Price Hill Hustle,92d2f132-77e8-403a-82bf-cbcb6c12cf52,1
Buffalo Commons,056182ba-6450-4713-ba8c-55cc748f3fd2,1
Buck Naked Band,9f002247-124a-446b-b162-152279c2b9e3,1
Brisbo,6f1d4a00-aa5f-40d1-9e24-f9ab7cd33e51,1
Brian Hoffman,8fefb090-5d99-4a1c-9479-c75904ff2ac5,1
Branded For Exile,51603d2c-4744-4c00-ba5d-d2760a6fb352,1
Braided Waves,a10da00d-6451-4c85-b3e7-cedcd913d0e7,1
Rigometrics,44f2ad52-4897-4f18-bddd-892b4df5488a,1
Retrograth,2ed05952-4c2b-46f4-b153-846c5b78bf36,1
Refuser,a8f87edf-0310-4214-a82d-6760e182db7a,1
Refuse To Thrive,a32c7643-62ce-45e4-a3b2-f9019166cb20,1
Redivider,f4a7c519-a14a-4f8a-b9a8-2c0e1e7e76f4,1
Recidivist,1bd80a15-25d9-4eea-a0b7-b19c3c94606d,1
Recaptured Journey Tribute,acfa370d-1fad-42b5-b728-687c12af36a7,1
Sean Canan's Voodoo Players,b1b9f740-a90a-41cb-94d2-96436da4c67d,1
Scrimblo,8bdd6547-87d1-4362-acea-4094e9a810ff,1
Schur,d1ee1eab-dec6-4542-97f7-1809b780a448,1
Sarah Silverman,ebf48614-6b24-41bd-9ebb-a90af8e473b7,1
Sammy Johnson,f84b4dd8-c25b-4180-8113-9268a66050bd,1
Sam Fitzgerald,d31d91d4-938e-41e9-8316-21caf0b1111e,1
Salon Blonde,0cfb27a5-3b04-4ba3-8ace-5a2d4d8b631d,1
Sal Vulcano,98a6d73d-1645-49ff-ab3b-af910106462a,1
Saemore,b2a42abd-e2f5-43e2-9213-1cc487a8fceb,1
STARFARI,1b622f86-b156-40d5-9a21-71cb7411bb2c,1
Rubix Kube,5c77cd24-feb1-440d-a5fc-02c607d9d302,1
Rootz Within,f336e40b-2aa7-4c9d-a284-d9573f4bd8c4,1
Rockit Academy,28d20b29-c759-487c-a067-4fdaf2192707,1
River City Rejects,ff1be96f-9055-4b15-86d8-e273cf44c685,1
Ritual Killer,ce17935e-abea-4459-8f4d-fb23e4827024,1
Bunny Barnes,fe50367d-506c-4e8c-beab-2113469ee2be,1
Six Gun Sally,e47917a4-c0e0-4bc0-99f9-27a8f636927d,1
Sir Synthesis,7de67ed9-7f88-4828-b507-0b9dfe85b374,1
Sinner's Gospel,1a94bec8-f41d-452e-b52c-e967bedf84c6,1
Simply Queen,f278574c-df6f-435e-ab6e-c27b862d88b2,1
Shot Through the Heart,01d4b4f0-f37e-49b6-9dba-a29a981a1f66,1
Shitty Beatles,de0769fa-7c32-4706-9c8c-03631c90f208,1
Shi,489a7eba-2070-4351-9c3b-eb3f85126b29,1
Shelter Cove,8d2f410b-415c-46e5-b00d-1a14e25e0846,1
Shawn Klush,e45afde9-0e74-457d-a0a8-9b1720a28ee6,1
Shawn Garlic,eefe8b99-7e12-4b13-8af2-c4bb0bffde25,1
Shadowgrass,5dc2ada8-9a8b-4db3-ae75-338ababe57df,1
Sgt. Splendor,e7dcad3e-490e-4971-bbee-0f54083772bf,1
Sgt. Peppercorn's Beatles Marathon,7d5b2854-ce8f-4d4a-a099-364c1b2488d1,1
Sequel,c2fc3d9c-8e13-48e5-a4c6-227b79c16b94,1
Semi‐Charmed,555498ac-edf0-4632-8010-9d3c34262afd,1
Sean Patrick & The Alibis,6ae866c6-16ff-4c71-bea9-e78b9f36ca79,1
Bobby Floyd,2761f5cc-5c08-46db-825c-8032533a8b9e,1
Blvck Spvde,5ef4c99a-51fc-4e04-bde7-1a39cfe0b7ad,1
Blue Rain Boots,5541b7fb-3a7e-4477-b84c-2ea07b03d8dc,1
Blond Guru,9b16ba32-ed67-493b-8cfc-76782d847704,1
Black Jacket Symphony,f30ae5d2-300f-4305-8206-4a64c0b9942d,1
Black Cat Parade,b7306afd-4432-4220-bee2-57161add1069,1
Bishop Mayfield,bf5f6273-7498-448c-ba78-a576cc0a20c0,1
Billy Gibbons and The BFG’s,aa2b82f0-f1e8-4221-890a-85a0a0e9e425,1
Soul Magnets,11a07466-1ec1-41b7-a515-2910664742d6,1
Sonic Distance,518871f5-f8e6-49a2-b36e-22eed00d891b,1
Sodomy Cop,e5c708bf-bc51-407f-a95d-ee4ba1be6d1e,1
Socialist Anxiety,eb275ffa-bde0-4b11-a280-05d0da24fd6e,1
Smells Like Nirvana,e43ad11b-5d29-45ae-90f7-73ac47fb815d,1
Slerrrp,e2c435ad-e7e9-43c6-9736-ec464ac3f96d,1
Sixteen Candles,bcc57aa5-11d6-4ec9-aa99-2098b70a9db3,1
Six Panels,357b6eee-7e85-4bfb-bd49-3f403a5e66a2,1
Suffering Spirit,2ed61962-e04f-478f-a476-9d70aec39bed,1
Substitute: Tales From The Who,015dbb68-6213-457f-9897-18222dc53aa4,1
Subliminal Landmines,98aae97b-4aad-4fe0-9413-6b24ff470a9d,1
Student Nurse,868fa2f6-3360-4efd-9dc2-f1810d97dc06,1
Stu Allen & Mars Hotel,26e949f1-d1e7-430e-bbb2-324378ef8d29,1
Stone In Love,d6f28a11-8dac-4593-aab7-2bedb587de4a,1
Steely Danish,4fbac5aa-6481-40fb-acf6-384756f86adb,1
Steely Dane,777065e4-09d8-4e62-ad5a-ca3d23c03c31,1
Stay Lost,31dbbb48-6677-4a44-a220-028f0217a5a0,1
Stac3y Bell,46055764-e2e8-454d-a43b-aa81c2959437,1
Squirt Vile,dd7dcc11-0134-46e8-8778-d23d39d3bc7f,1
Soulstress,c50908fa-eab2-43db-985f-bc3920f7b8b9,1
Soul Project NOLA,218074ff-1daa-4bce-8125-e417c811b2f4,1
Boy Clothes,3501750d-6791-4dbe-a939-a277d2de382d,1
Bon Journey-Journey & Bon Jovi Tribute,22849282-c5a1-45ae-943c-395ce6dd4ad4,1
Bodybox,56620f84-f5e3-453c-8a21-a38644603ab6,1
The Entire History of You,fd4ed261-13be-4632-bf35-aa4d29a676b4,1
The Dave Matthews Tribute Band,f3ab77b2-009e-4c68-b812-f27aae636038,1
The Damn Quails,f991ec40-6d1b-47bd-8bdf-bbddd88a4f4f,1
The Cropdusters Band,b06a9f59-b92c-4a67-bfb7-be5acda869ae,1
The Concentric Dronecult,cd7ff725-d5a7-40fc-bcdc-99d1ff7d192b,1
The Comancheros,e21acee7-623f-4995-952c-33489a5d9ae3,1
The Bell Bottom Blues,efddcba8-e51e-4b35-a682-863d69661767,1
The Beat starring Dave Wakeling,063b9c01-f4d6-40de-8f90-9b277535d310,1
The Amish Outlaws,7d817293-2533-4151-9610-95449bee2e0f,1
Tee So,13b39323-33ea-4576-9f46-1e882361b774,1
Tanner Usrey,3fbe788d-d4df-4ab1-b6cc-efc5781bb1f2,1
Tango Alpha Tango,ba4d2762-8cb4-47eb-9c20-d5692724ee91,1
Talon Smartt,95eb7859-1a62-4564-8e07-217f72ce29b8,1
Taken By The Sky,1d0221e2-ee9d-417e-b255-a06e3b5319a8,1
Swedey,f512d243-c907-483a-8dff-ae2cd7434cf7,1
Suggesting Rhythm,aae69398-1506-4072-87ec-d9eb8d701329,1
Beo String Quartet,97364d1e-d9dd-4ad7-aa32-b5f94c03ca54,1
Ben Sterling,125c3580-e1f2-4f5a-b47f-b6752b0645de,1
Beija Flor,5b0a4d27-431a-4ab1-832b-4a1046aa81d5,1
Bear & The Forest Friends,cacd5542-11df-4290-993c-efdb1c5e0894,1
Batwizard,53cf9aae-30b0-47bc-a9fa-7605ef8b1a87,1
BassNotBass,dc1346b0-cef2-4f07-8ab2-9673044d702c,1
Baptise,0670a583-d3a1-4522-a5be-e18fd09ed862,1
Baby Wave,73c55215-3ae6-4da1-9d4e-3e337e8ee128,1
BOOB SWEAT,436208b4-0073-47e8-8783-e05929ecb170,1
BEE! the Band,57f0788e-2583-4346-bd7d-3e8a75497342,1
Aversive Control,18ebada4-5f97-46cd-bd4d-fa84d7bc2650,1
The Irie,1d9d11e5-f3ea-4649-9916-9a4da2e0b296,1
The Indiana Sabaton Tribute,96cac06e-61eb-4648-9f32-6acf313fdde2,1
The Furious Bongos,07682f72-4962-4434-b2f0-364f48c16afe,1
The Flatcap Boggins,eff56abd-3df6-482c-b162-cbf42a7e0298,1
The First Day of Spring,c51200de-4337-4d18-8cc5-3053df667a9b,1
The Sewing Club,97b4b543-b280-480e-97d4-e46b35dd0d6a,1
The Seven Wonders,a3d65dc1-4528-4fe3-8dcb-fa9e4431df41,1
The Sensational Soul Cruisers,82c07617-8c8a-40ac-b048-adedb6e0a503,1
The Riddims,15a82e55-4931-43c2-8b18-995127eb8dd4,1
The Reckoning,b1832c85-511d-446d-859d-2be2832072ae,1
The Quarterly,cd993db3-1a6d-4ed7-8a22-fa2582c41d15,1
The Purple Xperience,59686aea-b12a-4536-ae19-b4dc90bb02df,1
The Purple Madness,5bcc7d4b-cee9-456c-ab75-debe039bfc45,1
The Porch Pirates,036fdc4b-5fca-4fe9-be2c-cbd35756c5ee,1
The Others Like Us,a2d6f2b6-30ce-435c-95a9-4e0b7df1dcd2,1
The Mighty Manatees,a70ead91-689a-4402-aa6d-1cfec309e235,1
The Marble Creek Loops,89f4aebc-3498-4d17-ab29-525278eca5a7,1
The Mallett Brothers Band,8765fb93-546b-460e-abc3-161bab86c341,1
The Majesties,bf444c5a-f28a-485e-9eb8-22a8635c5707,1
The Lords of 52nd Street,ce032505-af6d-4197-a2b6-2df370208842,1
Beyza,4388495f-671a-42aa-b4be-e67699b13b12,1
Total Hell,0eb9da62-8611-4591-9063-2ef9008df1ed,1
Tommy Baldwin,73e5abd9-0af9-45dc-ad7c-c1f83eec397e,1
Tommy,f3b52cbd-51f0-421a-88ef-25945f3629ff,1
Tits Out,bf60c829-61d1-4149-8eca-df573a78330b,1
"Tito Puente, Jr.",0828884e-2ee6-4315-9dba-62172933a245,1
Tim O'Brien Band,940c9b84-d312-4622-8be3-da95428d347d,1
Tier Blue,d7da6d58-ba63-411f-8c60-2219af3e3f82,1
Threat Level Midnight,04abef22-ffbf-4240-89a6-b6257ea60f2f,1
The Wonderlands,7a5fbefe-bb18-4437-ad70-630a72dc881a,1
The Waymores,d139f0d4-8407-412f-b964-6b3640ba2ee0,1
The Trick Threat,366f8277-2e29-461d-b1ed-66eb456a3b0c,1
The Sweet Lillies,6fffa2e0-01fe-4ec6-949a-db5249ce6062,1
The Sunflower Burial,b43881f0-3ec9-4ed0-89c5-5581ad3227c0,1
The Steam Donkeys,0c0ce4be-6548-48c9-be39-295bad8f4df5,1
The Spooklights,eabf233a-863b-4571-b6e4-a1887d3ab724,1
The Simsons,10a0ddcf-f35e-4706-ac6f-316454791545,1
Vibrolas,f5680802-ce43-47d1-bc55-76f6353538bd,1
Vernon Worthen,289a39cd-0896-4f8f-95b3-cde0bb0ed15a,1
Vermin Supreme,98da5666-717d-4ba3-9345-80fa0a6edf3a,1
Veers,1dd13895-cf71-4510-bfeb-2baa72f216a6,1
Until Autumn's End,c107e48a-3b7d-46c9-a876-6b8909765209,1
Unloveable,7e0bfba3-4b01-4a48-b233-f43ea1c7b8e7,1
United States Navy Band Northeast,9d89a121-c4b8-4709-8919-6bfa49b8c263,1
Twistercult,76ed3b2a-2c77-45e5-8d28-c598aa427fb0,1
Twisted eXistence,988a5ea8-8d28-41e1-867c-a57ec7f5483b,1
Tuff Puffin,c08084a6-f070-46fc-a7c6-36d03759e498,1
Trung Ngo,7afd5952-66c8-40ac-88c1-ff7ff9648f54,1
Troy Millette & the Fire Below,985b645e-9482-486e-979a-0015e8f06fb3,1
Trey Cunanan,bf957aab-0ad3-451c-b1ee-9201cfdcc8f0,1
Treesap,b3117dfa-adb5-426f-9b1d-2adda9a5faf4,1
TreeHouse!,99845172-b367-4e07-8131-7930968fe9eb,1
Tractorbeam,2ae1ff4f-4923-4521-81cc-d9cd5850c98d,1
YUVEES,74c9387b-ecaa-4091-9627-8914fef15e4b,1
short.wav,8f5f84e5-e1ed-46f0-8cdc-a7abc636d013,1
minidnts,037f0caa-f008-4c3e-ab8f-ca4e356258a2,1
interstellar Echoes,7c1fc1d1-5c90-4299-9542-1b681fa9508d,1
gods.,609639a9-5ef3-4124-9288-dd80ca2e02f0,1
fauxdeep,b82ba678-7919-40fc-b41d-aef1d10edebb,1
coi_n,2f03487a-51fc-4c81-b6f8-363af6c2c531,1
boyreporter,68d2ff5d-0370-44db-91a6-d0392f610263,1
Zoë Lewis,4ce5c27e-07b1-4062-8d6a-0ba3d70dcd71,1
Zeppelin USA,6f81b180-c128-4779-a136-f195cbb2011b,1
Zaiyon,843d93a7-dced-4150-8285-173cbf8f6ceb,1
Zach Edwards and the Medicine,7afb0009-049c-4704-9e6a-1a52cc26b1f2,1
ZELLA,ad50f07c-ceb2-4cb7-b55e-6b028971a364,1
You Will Burn,dca42ad1-1957-4d4b-9108-6f08acda2232,1
Avantide,25909806-7914-406e-81b3-46069fe9b485,1
Autumn Lies Buried,b08b12be-9f50-4c6f-a46b-4f100363afed,1
David Zollo,a942e785-71f0-4df2-856a-ecd4c055ec83,1
David Nelson Band,9a03abc1-cd34-47b1-82ed-c4873850c4d5,1
Airshow,b25f915f-989a-477c-8d8a-eafdce15fd2e,1
Agoreez,297a25c8-f968-460c-813a-f798cc04fd09,1
Adrenalize,7fde8db4-75e1-4613-9503-9c81f9755451,1
Adam Doleac,d37157cd-092c-43fc-99ef-c7ddfa72afba,1
Abe Partridge,3edf9a3d-f7d6-4121-8663-94c82105cab5,1
Abbie Thomas,04ee149d-9fb3-4871-812b-c40fbeab46ac,1
Aaron Tinjum and the Tangents,110d8edf-309d-48ba-94f5-5044517188b5,1
Aaron Butcher,03ee4d68-c813-48c1-af80-56d90684383f,1
A/V CLvB,5a45dc79-94bc-4051-a7e8-78e242e701ee,1
8dayzstr8,77307b54-446a-42a0-999e-b7153a9c38b7,1
610.split,83f12408-933d-47d3-a2d6-55bf32f19c54,1
3 Hour Download,090b6ce1-f50b-4e08-9e9d-30572741c252,1
well + good,d5029cfd-af29-4f9d-902d-b49056595268,1
10 Year Gap,e63bd097-ff5c-4b60-9393-edfe18e2be6a,1
