year,state,genre,genre_detailed,event_count
2023,AK,Country/Folk/Americana,contemporary folk,5
2023,AK,Country/Folk/Americana,country music,1
2023,AK,Country/Folk/Americana,singer-songwriter,2
2023,AK,Electronic/Dance,electronic,2
2023,AK,Hip-Hop/Rap,hip hop,1
2023,AK,Jazz/Blues,big band,2
2023,AK,Other/Uncategorized,#chicagolivemusic,1
2023,AK,Punk/Hardcore,post-hardcore,1
2023,AK,Unknown,unknown,1
2023,AL,Country/Folk/Americana,bluegrass,1
2023,AL,Electronic/Dance,downtempo,1
2023,AL,Electronic/Dance,electronic,1
2023,AL,Metal,crossover thrash,1
2023,AL,Metal,death metal,2
2023,AL,Metal,metalcore,1
2023,AL,Other/Uncategorized,power violence,1
2023,AL,Punk/Hardcore,beatdown hardcore,1
2023,AL,Punk/Hardcore,hardcore,1
2023,AL,Punk/Hardcore,hardcore punk,2
2023,AL,Punk/Hardcore,post-hardcore,1
2023,AL,Rock,alternative rock,1
2023,AL,Rock,garage rock,1
2023,AL,Rock,noise rock,1
2023,AL,Rock,rock and roll,1
2023,AL,Unknown,unknown,3
2023,AR,Country/Folk/Americana,country rock,1
2023,AR,Electronic/Dance,dance,1
2023,AR,Hip-Hop/Rap,gangsta rap,1
2023,AR,Metal,brutal death metal,1
2023,AR,Metal,crossover thrash,1
2023,AR,Metal,death metal,2
2023,AR,Metal,metalcore,3
2023,AR,Metal,sludge metal,1
2023,AR,Punk/Hardcore,hardcore,3
2023,AR,Punk/Hardcore,hardcore punk,3
2023,AR,Punk/Hardcore,post-hardcore,1
2023,AR,Rock,hard rock,1
2023,AR,Rock,indie,1
2023,AZ,Electronic/Dance,dubstep,2
2023,AZ,Electronic/Dance,electronic,3
2023,AZ,Electronic/Dance,house,1
2023,AZ,Hip-Hop/Rap,hip hop,1
2023,AZ,Metal,metalcore,1
2023,AZ,Other/Uncategorized,a cappella,1
2023,AZ,Other/Uncategorized,experimental,1
2023,AZ,Pop,pop,1
2023,AZ,Punk/Hardcore,emo,1
2023,AZ,Punk/Hardcore,hardcore,1
2023,AZ,Punk/Hardcore,pop punk,1
2023,AZ,Punk/Hardcore,punk,2
2023,AZ,Punk/Hardcore,punk rock,1
2023,AZ,Rock,garage rock,1
2023,AZ,Rock,indie rock,1
2023,AZ,Rock,yacht rock,1
2023,CA,Country/Folk/Americana,bluegrass music,1
2023,CA,Electronic/Dance,dance,1
2023,CA,Electronic/Dance,edm,2
2023,CA,Electronic/Dance,tech house,1
2023,CA,Electronic/Dance,trip hop,1
2023,CA,Jazz/Blues,blues,1
2023,CA,Jazz/Blues,jazz,2
2023,CA,Pop,música popular brasileira,1
2023,CA,Pop,pop,1
2023,CA,Punk/Hardcore,punk,1
2023,CA,Punk/Hardcore,punk rock,1
2023,CA,R&B/Soul/Funk,alternative r&b,1
2023,CA,R&B/Soul/Funk,funk,1
2023,CA,R&B/Soul/Funk,soul,2
2023,CA,Rock,indie,1
2023,CA,Rock,rock,1
2023,CA,Unknown,unknown,1
2023,CO,Country/Folk/Americana,country,1
2023,CO,Country/Folk/Americana,folk,1
2023,CO,Country/Folk/Americana,gothic country,1
2023,CO,Electronic/Dance,deep house,1
2023,CO,Electronic/Dance,downtempo,1
2023,CO,Electronic/Dance,dubstep,2
2023,CO,Electronic/Dance,edm,2
2023,CO,Electronic/Dance,electronic,4
2023,CO,Electronic/Dance,house,1
2023,CO,Hip-Hop/Rap,hip hop,1
2023,CO,Other/Uncategorized,#chicagolivemusic,1
2023,CO,Punk/Hardcore,punk,1
2023,CO,Rock,rock,1
2023,CO,Unknown,unknown,2
2023,CT,Country/Folk/Americana,folk,2
2023,CT,Country/Folk/Americana,singer-songwriter,2
2023,CT,Metal,doom metal,1
2023,CT,Other/Uncategorized,experimental,1
2023,CT,Pop,pop,1
2023,CT,Punk/Hardcore,punk,2
2023,CT,R&B/Soul/Funk,contemporary r&b,3
2023,CT,Rock,alternative rock,1
2023,CT,Rock,hard rock,2
2023,CT,Rock,rock,1
2023,CT,Rock,stoner rock,1
2023,CT,Unknown,unknown,3
2023,DE,Country/Folk/Americana,contemporary country,1
2023,DE,Country/Folk/Americana,folk,2
2023,DE,Country/Folk/Americana,folk rock,1
2023,DE,Country/Folk/Americana,singer-songwriter,1
2023,DE,Electronic/Dance,electronic,2
2023,DE,Electronic/Dance,trance,1
2023,DE,Hip-Hop/Rap,boom bap,1
2023,DE,Jazz/Blues,jazz,1
2023,DE,Metal,metal,1
2023,DE,Other/Uncategorized,tribute band,1
2023,DE,Pop,dream pop,1
2023,DE,Pop,indie pop,1
2023,DE,Punk/Hardcore,emo,1
2023,DE,Punk/Hardcore,folk punk,1
2023,DE,R&B/Soul/Funk,contemporary r&b,1
2023,DE,Rock,rock,3
2023,FL,Country/Folk/Americana,americana,2
2023,FL,Country/Folk/Americana,country rock,1
2023,FL,Electronic/Dance,dance-pop,1
2023,FL,Electronic/Dance,edm,3
2023,FL,Electronic/Dance,electro-funk,1
2023,FL,Electronic/Dance,house,1
2023,FL,Hip-Hop/Rap,hip hop,4
2023,FL,Jazz/Blues,country blues,1
2023,FL,Pop,pop rock,1
2023,FL,Rock,rock,1
2023,FL,Unknown,unknown,4
2023,GA,Country/Folk/Americana,country,1
2023,GA,Electronic/Dance,electronic,2
2023,GA,Electronic/Dance,house,1
2023,GA,Punk/Hardcore,hardcore,1
2023,GA,Punk/Hardcore,post-hardcore,1
2023,GA,R&B/Soul/Funk,funk,1
2023,GA,R&B/Soul/Funk,funk rock,1
2023,GA,Rock,alternative rock,2
2023,GA,Rock,indie rock,1
2023,GA,Rock,jam band,3
2023,GA,Rock,noise rock,1
2023,GA,Rock,psychedelic,1
2023,GA,Rock,rock,1
2023,GA,Rock,southern rock,2
2023,GA,Rock,surf rock,1
2023,HI,Christian/Gospel,contemporary gospel,3
2023,HI,Country/Folk/Americana,folk,1
2023,HI,Pop,dream pop,1
2023,HI,Pop,pop,4
2023,HI,Reggae/Ska,reggae rock,6
2023,HI,Unknown,unknown,5
2023,IA,Christian/Gospel,contemporary christian,3
2023,IA,Country/Folk/Americana,country,2
2023,IA,Electronic/Dance,breaks,2
2023,IA,Electronic/Dance,new age,2
2023,IA,Electronic/Dance,new wave,1
2023,IA,Jazz/Blues,big band,1
2023,IA,Metal,alternative metal,1
2023,IA,Other/Uncategorized,american,1
2023,IA,Other/Uncategorized,saturday night live,1
2023,IA,Punk/Hardcore,pop punk,1
2023,IA,Punk/Hardcore,post-hardcore,1
2023,IA,Punk/Hardcore,punk,1
2023,IA,Rock,hard rock,1
2023,IA,Rock,rock and roll,1
2023,IA,Unknown,unknown,1
2023,ID,Country/Folk/Americana,country,2
2023,ID,Country/Folk/Americana,folk,1
2023,ID,Country/Folk/Americana,indie folk,1
2023,ID,Electronic/Dance,electronic,1
2023,ID,Metal,death metal,2
2023,ID,Metal,doom metal,1
2023,ID,Other/Uncategorized,american primitive guitar,1
2023,ID,Other/Uncategorized,deathgrind,1
2023,ID,Other/Uncategorized,experimental,1
2023,ID,Pop,alternative pop,1
2023,ID,Pop,pop,1
2023,ID,R&B/Soul/Funk,funk,1
2023,ID,Rock,alternative rock,1
2023,ID,Rock,hard rock,1
2023,ID,Rock,indie,1
2023,ID,Rock,piano rock,1
2023,ID,Rock,rock,2
2023,IL,Classical,classical crossover,1
2023,IL,Comedy/Spoken Word,comedy,1
2023,IL,Country/Folk/Americana,bluegrass,1
2023,IL,Electronic/Dance,dark wave,1
2023,IL,Electronic/Dance,electronic,1
2023,IL,Hip-Hop/Rap,hip hop,1
2023,IL,Jazz/Blues,chicago blues,1
2023,IL,Pop,indie pop,1
2023,IL,Punk/Hardcore,hardcore,2
2023,IL,Punk/Hardcore,pop punk,1
2023,IL,Rock,alternative rock,5
2023,IL,Rock,indie rock,2
2023,IL,Rock,jam band,1
2023,IL,Unknown,unknown,1
2023,IN,Country/Folk/Americana,country,1
2023,IN,Electronic/Dance,house,1
2023,IN,Electronic/Dance,progressive house,1
2023,IN,Hip-Hop/Rap,rap,1
2023,IN,Metal,symphonic metal,2
2023,IN,Other/Uncategorized,a cappella,2
2023,IN,Punk/Hardcore,alternative punk,1
2023,IN,Punk/Hardcore,punk,1
2023,IN,R&B/Soul/Funk,funk,1
2023,IN,Reggae/Ska,reggae,1
2023,IN,Rock,alternative rock,2
2023,IN,Rock,indie rock,1
2023,IN,Rock,rock,1
2023,IN,Unknown,unknown,4
2023,KS,Christian/Gospel,christian rock,1
2023,KS,Comedy/Spoken Word,comedy,1
2023,KS,Country/Folk/Americana,alternative country,1
2023,KS,Country/Folk/Americana,contemporary country,1
2023,KS,Country/Folk/Americana,folk pop,1
2023,KS,Metal,alternative metal,1
2023,KS,Metal,symphonic metal,1
2023,KS,Pop,pop,2
2023,KS,Punk/Hardcore,folk punk,1
2023,KS,Punk/Hardcore,hardcore,1
2023,KS,Punk/Hardcore,pop punk,1
2023,KS,Punk/Hardcore,punk,1
2023,KS,Rock,alternative rock,1
2023,KS,Rock,hard rock,1
2023,KS,Rock,indie,1
2023,KS,Rock,indie rock,1
2023,KS,Rock,soft rock,1
2023,KS,Unknown,unknown,2
2023,KY,Comedy/Spoken Word,audiobook,1
2023,KY,Country/Folk/Americana,americana,2
2023,KY,Country/Folk/Americana,folk,2
2023,KY,Electronic/Dance,techno,1
2023,KY,Metal,crossover thrash,1
2023,KY,Metal,metal,1
2023,KY,Other/Uncategorized,american,1
2023,KY,Punk/Hardcore,punk,2
2023,KY,Rock,alternative rock,1
2023,KY,Rock,jam band,1
2023,KY,Rock,rock,1
2023,KY,Rock,soft rock,1
2023,KY,Unknown,unknown,5
2023,LA,Country/Folk/Americana,americana,1
2023,LA,Country/Folk/Americana,bluegrass,2
2023,LA,Country/Folk/Americana,progressive bluegrass,2
2023,LA,Electronic/Dance,alternative dance,1
2023,LA,Hip-Hop/Rap,hip hop,1
2023,LA,Jazz/Blues,jazz-funk,1
2023,LA,Metal,metalcore,2
2023,LA,Punk/Hardcore,punk,1
2023,LA,R&B/Soul/Funk,bayou funk,1
2023,LA,R&B/Soul/Funk,funk,1
2023,LA,Rock,alternative rock,1
2023,LA,Rock,indie rock,1
2023,LA,Unknown,unknown,5
2023,MA,Country/Folk/Americana,folk,1
2023,MA,Electronic/Dance,breakcore,1
2023,MA,Electronic/Dance,electronic,2
2023,MA,Jazz/Blues,country blues,1
2023,MA,Jazz/Blues,rnb/swing,1
2023,MA,Pop,alternative pop,1
2023,MA,Pop,indie pop,1
2023,MA,Pop,pop,1
2023,MA,R&B/Soul/Funk,funk,2
2023,MA,Rock,alternative rock,1
2023,MA,Rock,garage rock,1
2023,MA,Rock,indie rock,1
2023,MA,Rock,rock,2
2023,MA,Rock,rock music,1
2023,MA,Unknown,unknown,3
2023,MD,Christian/Gospel,contemporary christian music,1
2023,MD,Classical,classical music,1
2023,MD,Country/Folk/Americana,bluegrass,2
2023,MD,Country/Folk/Americana,contemporary country,1
2023,MD,Country/Folk/Americana,country rock,1
2023,MD,Country/Folk/Americana,folk,1
2023,MD,Electronic/Dance,electronic,1
2023,MD,Jazz/Blues,vocal jazz,1
2023,MD,Metal,metal,1
2023,MD,Other/Uncategorized,ballad,1
2023,MD,Other/Uncategorized,installation art,1
2023,MD,Punk/Hardcore,emo,1
2023,MD,Punk/Hardcore,pop punk,1
2023,MD,Rock,alternative rock,1
2023,MD,Rock,hard rock,1
2023,MD,Rock,indie rock,1
2023,MD,Rock,rock,1
2023,MD,Unknown,unknown,2
2023,ME,Country/Folk/Americana,folk,3
2023,ME,Country/Folk/Americana,folk rock,1
2023,ME,Country/Folk/Americana,"folk, world, & country",1
2023,ME,Hip-Hop/Rap,hip-hop,1
2023,ME,Hip-Hop/Rap,rap,1
2023,ME,Jazz/Blues,swing,1
2023,ME,Metal,metal,1
2023,ME,Pop,indie pop,1
2023,ME,Punk/Hardcore,emo,1
2023,ME,Punk/Hardcore,punk,2
2023,ME,R&B/Soul/Funk,funk,1
2023,ME,Rock,hard rock,2
2023,ME,Rock,noise rock,1
2023,ME,Rock,psychedelic,1
2023,ME,Unknown,unknown,2
2023,MI,Classical,classical,2
2023,MI,Comedy/Spoken Word,comedy,2
2023,MI,Country/Folk/Americana,country,1
2023,MI,Country/Folk/Americana,country music,1
2023,MI,Country/Folk/Americana,progressive bluegrass,2
2023,MI,Electronic/Dance,electronic,2
2023,MI,Jazz/Blues,blues rock,1
2023,MI,Jazz/Blues,jazz,1
2023,MI,Punk/Hardcore,hardcore punk,1
2023,MI,R&B/Soul/Funk,soul,2
2023,MI,Reggae/Ska,ska,2
2023,MI,Rock,hard rock,1
2023,MI,Rock,rock,1
2023,MI,Unknown,unknown,1
2023,MN,Country/Folk/Americana,folk,2
2023,MN,Electronic/Dance,breaks,1
2023,MN,Electronic/Dance,dance,1
2023,MN,Electronic/Dance,edm,1
2023,MN,Electronic/Dance,electropop,1
2023,MN,Jazz/Blues,free jazz,1
2023,MN,Metal,symphonic metal,1
2023,MN,Pop,indie pop,2
2023,MN,Punk/Hardcore,pop punk,1
2023,MN,Punk/Hardcore,punk,1
2023,MN,Punk/Hardcore,punk rock,1
2023,MN,Rock,hard rock,1
2023,MN,Rock,indie,1
2023,MN,Rock,rock,1
2023,MN,Unknown,unknown,3
2023,MN,World,polka,1
2023,MO,Christian/Gospel,contemporary christian,3
2023,MO,Classical,classical,3
2023,MO,Electronic/Dance,dubstep,2
2023,MO,Electronic/Dance,progressive trance,1
2023,MO,Other/Uncategorized,american idol,1
2023,MO,Punk/Hardcore,folk punk,1
2023,MO,Punk/Hardcore,hardcore,1
2023,MO,R&B/Soul/Funk,blue-eyed soul,1
2023,MO,Rock,hard rock,1
2023,MO,Rock,southern rock,1
2023,MO,Unknown,unknown,5
2023,MS,Comedy/Spoken Word,comedy,1
2023,MS,Country/Folk/Americana,alternative country,1
2023,MS,Country/Folk/Americana,country,5
2023,MS,Country/Folk/Americana,country music,1
2023,MS,Country/Folk/Americana,folk pop,1
2023,MS,Country/Folk/Americana,progressive bluegrass,1
2023,MS,Electronic/Dance,acid rock,1
2023,MS,Jazz/Blues,blues rock,2
2023,MS,Jazz/Blues,dixieland,1
2023,MS,Metal,sludge metal,1
2023,MS,Punk/Hardcore,emo,1
2023,MS,Rock,garage rock,1
2023,MS,Rock,indie rock,2
2023,MS,Rock,rock,1
2023,MT,Country/Folk/Americana,americana,2
2023,MT,Country/Folk/Americana,bluegrass,2
2023,MT,Country/Folk/Americana,bluegrass music,3
2023,MT,Country/Folk/Americana,folk,1
2023,MT,Jazz/Blues,blues rock,1
2023,MT,Metal,alternative metal,1
2023,MT,R&B/Soul/Funk,funk,1
2023,MT,Rock,alternative rock,1
2023,MT,Rock,rock,3
2023,MT,Rock,rock and roll,5
2023,NC,Country/Folk/Americana,folk,1
2023,NC,Country/Folk/Americana,folk rock,1
2023,NC,Electronic/Dance,drone,1
2023,NC,Hip-Hop/Rap,hip-hop,1
2023,NC,Jazz/Blues,afro-cuban jazz,1
2023,NC,Jazz/Blues,jazz fusion,1
2023,NC,Punk/Hardcore,emo,1
2023,NC,Punk/Hardcore,pop punk,1
2023,NC,Punk/Hardcore,punk,1
2023,NC,Punk/Hardcore,punk rock,1
2023,NC,R&B/Soul/Funk,funk,1
2023,NC,R&B/Soul/Funk,rnb,1
2023,NC,R&B/Soul/Funk,soul,1
2023,NC,Rock,alternative,1
2023,NC,Rock,indie,1
2023,NC,Rock,noise rock,1
2023,NC,Rock,rock,1
2023,NC,Rock,rock and roll,1
2023,NC,Rock,shoegaze,1
2023,NC,Unknown,unknown,1
2023,ND,Christian/Gospel,christian rock,1
2023,ND,Country/Folk/Americana,country,1
2023,ND,Country/Folk/Americana,country rock,1
2023,ND,Country/Folk/Americana,folk pop,1
2023,ND,Electronic/Dance,breaks,2
2023,ND,Electronic/Dance,new age,2
2023,ND,Jazz/Blues,rhythm & blues,4
2023,ND,Metal,alternative metal,1
2023,ND,Metal,glam metal,1
2023,ND,Other/Uncategorized,a cappella,1
2023,ND,Other/Uncategorized,cybergrind,1
2023,ND,Punk/Hardcore,emo,1
2023,ND,Punk/Hardcore,screamo,1
2023,ND,Rock,hard rock,1
2023,ND,Unknown,unknown,1
2023,NE,Country/Folk/Americana,country,1
2023,NE,Country/Folk/Americana,folk,1
2023,NE,Electronic/Dance,electronic,1
2023,NE,Electronic/Dance,new age,1
2023,NE,Hip-Hop/Rap,hip hop,2
2023,NE,Hip-Hop/Rap,rap,1
2023,NE,Metal,death metal,2
2023,NE,Metal,melodic death metal,1
2023,NE,Metal,metal,1
2023,NE,Metal,metalcore,1
2023,NE,Metal,nu metal,2
2023,NE,Punk/Hardcore,horror punk,1
2023,NE,Rock,art rock,1
2023,NE,Rock,hard rock,2
2023,NE,Rock,rock,1
2023,NE,Unknown,unknown,1
2023,NH,Classical,rock opera,1
2023,NH,Country/Folk/Americana,folk,1
2023,NH,Country/Folk/Americana,folk rock,1
2023,NH,Electronic/Dance,dark electro,1
2023,NH,Electronic/Dance,hardstyle,1
2023,NH,Electronic/Dance,new wave,1
2023,NH,Hip-Hop/Rap,rap,2
2023,NH,Hip-Hop/Rap,underground hip hop,1
2023,NH,Jazz/Blues,jazz,1
2023,NH,Metal,metalcore,1
2023,NH,Punk/Hardcore,emo,1
2023,NH,Punk/Hardcore,post-hardcore,1
2023,NH,Punk/Hardcore,punk,1
2023,NH,Rock,alternative rock,2
2023,NH,Rock,hard rock,1
2023,NH,Rock,indie rock,1
2023,NH,Rock,rock,1
2023,NH,Unknown,unknown,1
2023,NJ,Electronic/Dance,dance-pop,1
2023,NJ,Electronic/Dance,edm,2
2023,NJ,Electronic/Dance,electronic,1
2023,NJ,Jazz/Blues,jazz,1
2023,NJ,Metal,doom metal,1
2023,NJ,Punk/Hardcore,folk punk,2
2023,NJ,Punk/Hardcore,punk,1
2023,NJ,Rock,indie,1
2023,NJ,Rock,rock,2
2023,NJ,Rock,rock music,1
2023,NJ,Unknown,unknown,7
2023,NM,Christian/Gospel,contemporary christian,1
2023,NM,Country/Folk/Americana,"folk, world, & country",3
2023,NM,Country/Folk/Americana,red dirt,1
2023,NM,Electronic/Dance,big beat,1
2023,NM,Hip-Hop/Rap,hip hop,3
2023,NM,Metal,black metal,1
2023,NM,Punk/Hardcore,punk,4
2023,NM,R&B/Soul/Funk,contemporary r&b,1
2023,NM,Rock,alternative rock,1
2023,NM,Rock,desert rock,1
2023,NM,Unknown,unknown,3
2023,NV,Country/Folk/Americana,country,1
2023,NV,Electronic/Dance,dance,2
2023,NV,Electronic/Dance,electro house,1
2023,NV,Electronic/Dance,electronic,1
2023,NV,Electronic/Dance,house,1
2023,NV,Electronic/Dance,minimal techno,1
2023,NV,Electronic/Dance,tech house,3
2023,NV,Hip-Hop/Rap,hip hop,1
2023,NV,Hip-Hop/Rap,hip-hop,1
2023,NV,Pop,pop,5
2023,NV,Punk/Hardcore,folk punk,1
2023,NV,Rock,indie rock,1
2023,NV,Rock,rock,1
2023,NY,Country/Folk/Americana,folk,2
2023,NY,Electronic/Dance,dubstep,2
2023,NY,Electronic/Dance,techno,1
2023,NY,Hip-Hop/Rap,southern hip hop,1
2023,NY,Jazz/Blues,blues rock,2
2023,NY,Jazz/Blues,dixieland,1
2023,NY,Pop,dream pop,1
2023,NY,Pop,pop,1
2023,NY,Punk/Hardcore,gypsy punk,1
2023,NY,Punk/Hardcore,hardcore punk,1
2023,NY,Reggae/Ska,reggae,1
2023,NY,Rock,noise rock,1
2023,NY,Rock,rock,1
2023,NY,Rock,rock & roll,1
2023,NY,Rock,rock music,1
2023,NY,Unknown,unknown,2
2023,OH,Country/Folk/Americana,country,1
2023,OH,Country/Folk/Americana,folk,1
2023,OH,Electronic/Dance,dance,1
2023,OH,Hip-Hop/Rap,hip-hop,1
2023,OH,Hip-Hop/Rap,horrorcore,1
2023,OH,Hip-Hop/Rap,rap,1
2023,OH,Metal,doom metal,1
2023,OH,Metal,metal,1
2023,OH,Metal,nu metal,1
2023,OH,Metal,symphonic metal,1
2023,OH,Punk/Hardcore,punk,1
2023,OH,R&B/Soul/Funk,funk,1
2023,OH,R&B/Soul/Funk,soul,1
2023,OH,Rock,alternative rock,1
2023,OH,Rock,garage rock,1
2023,OH,Rock,hard rock,1
2023,OH,Rock,indie rock,1
2023,OH,Rock,jam band,1
2023,OH,Unknown,unknown,2
2023,OK,Christian/Gospel,christian rock,1
2023,OK,Comedy/Spoken Word,comedy,2
2023,OK,Country/Folk/Americana,country,5
2023,OK,Country/Folk/Americana,country music,2
2023,OK,Country/Folk/Americana,folk,1
2023,OK,Country/Folk/Americana,singer-songwriter,2
2023,OK,Hip-Hop/Rap,rap,1
2023,OK,Punk/Hardcore,emo,1
2023,OK,Punk/Hardcore,pop punk,1
2023,OK,Rock,alternative rock,1
2023,OK,Rock,hard rock,1
2023,OK,Rock,rock,1
2023,OK,Unknown,unknown,1
2023,OR,Country/Folk/Americana,folk,2
2023,OR,Jazz/Blues,blues,1
2023,OR,Pop,indie pop,1
2023,OR,Punk/Hardcore,folk punk,2
2023,OR,Punk/Hardcore,hardcore,2
2023,OR,R&B/Soul/Funk,funk,1
2023,OR,Rock,garage rock,1
2023,OR,Rock,jam band,1
2023,OR,Rock,progressive rock,1
2023,OR,Rock,psychedelic rock,1
2023,OR,Rock,rock,3
2023,OR,Unknown,unknown,4
2023,PA,Country/Folk/Americana,bluegrass,1
2023,PA,Country/Folk/Americana,country,1
2023,PA,Electronic/Dance,drum and bass,1
2023,PA,Electronic/Dance,dubstep,1
2023,PA,Electronic/Dance,electronic,3
2023,PA,Hip-Hop/Rap,boom bap,1
2023,PA,Hip-Hop/Rap,rap,1
2023,PA,Jazz/Blues,dixieland,1
2023,PA,Punk/Hardcore,emo,1
2023,PA,Punk/Hardcore,pop punk,1
2023,PA,R&B/Soul/Funk,funk,1
2023,PA,Reggae/Ska,reggae,1
2023,PA,Rock,alternative rock,2
2023,PA,Rock,jam band,1
2023,PA,Rock,rock,1
2023,PA,Rock,rock and roll,1
2023,PA,Unknown,unknown,1
2023,RI,Classical,classical crossover,1
2023,RI,Country/Folk/Americana,singer-songwriter,1
2023,RI,Electronic/Dance,electronic,2
2023,RI,Hip-Hop/Rap,hip-hop,1
2023,RI,Metal,death metal,1
2023,RI,Metal,heavy metal,1
2023,RI,Metal,melodic death metal,1
2023,RI,Pop,alternative pop,1
2023,RI,Pop,indie pop,1
2023,RI,Punk/Hardcore,hardcore,1
2023,RI,Punk/Hardcore,post-punk,1
2023,RI,Punk/Hardcore,punk,1
2023,RI,Reggae/Ska,reggae,1
2023,RI,Rock,hard rock,1
2023,RI,Rock,indie rock,1
2023,RI,Rock,psychedelic rock,1
2023,RI,Unknown,unknown,3
2023,SC,Country/Folk/Americana,folk,3
2023,SC,Electronic/Dance,electronic,1
2023,SC,Electronic/Dance,industrial,1
2023,SC,Metal,death metal,1
2023,SC,Metal,deathcore,1
2023,SC,Metal,heavy metal,1
2023,SC,Metal,metalcore,2
2023,SC,Metal,technical death metal,1
2023,SC,Punk/Hardcore,punk,1
2023,SC,Punk/Hardcore,punk rock,1
2023,SC,Rock,jam band,1
2023,SC,Rock,southern rock,2
2023,SC,Unknown,unknown,4
2023,SD,Christian/Gospel,christian rock,1
2023,SD,Country/Folk/Americana,alternative country,1
2023,SD,Country/Folk/Americana,americana,1
2023,SD,Country/Folk/Americana,contemporary country,1
2023,SD,Country/Folk/Americana,country,3
2023,SD,Country/Folk/Americana,country rock,1
2023,SD,Electronic/Dance,breaks,2
2023,SD,Jazz/Blues,rhythm & blues,1
2023,SD,Metal,alternative metal,1
2023,SD,Other/Uncategorized,holiday,1
2023,SD,Punk/Hardcore,emo,2
2023,SD,Punk/Hardcore,hardcore,2
2023,SD,Rock,hard rock,2
2023,SD,Rock,rock,1
2023,TN,Christian/Gospel,contemporary christian,1
2023,TN,Country/Folk/Americana,bluegrass,1
2023,TN,Country/Folk/Americana,country,5
2023,TN,Country/Folk/Americana,folk,1
2023,TN,Country/Folk/Americana,singer-songwriter,1
2023,TN,Country/Folk/Americana,traditional folk music,1
2023,TN,Jazz/Blues,blues rock,1
2023,TN,Other/Uncategorized,american idol,1
2023,TN,Punk/Hardcore,punk,1
2023,TN,Rock,alternative,1
2023,TN,Rock,alternative rock,1
2023,TN,Rock,indie,1
2023,TN,Rock,indie rock,1
2023,TN,Rock,rock,1
2023,TN,Rock,southern rock,1
2023,TN,Unknown,unknown,1
2023,TX,Country/Folk/Americana,americana,2
2023,TX,Country/Folk/Americana,folk,1
2023,TX,Electronic/Dance,dubstep,2
2023,TX,Jazz/Blues,big band,1
2023,TX,Jazz/Blues,blues,1
2023,TX,Jazz/Blues,texas blues,1
2023,TX,Other/Uncategorized,experimental,1
2023,TX,Punk/Hardcore,hardcore,1
2023,TX,Punk/Hardcore,hardcore hip hop,1
2023,TX,Punk/Hardcore,punk rock,1
2023,TX,Rock,hard rock,1
2023,TX,Rock,indie,1
2023,TX,Rock,southern rock,1
2023,TX,Unknown,unknown,5
2023,UT,Electronic/Dance,chicago house,1
2023,UT,Electronic/Dance,edm,2
2023,UT,Electronic/Dance,house,1
2023,UT,Electronic/Dance,new wave,1
2023,UT,Electronic/Dance,trance,1
2023,UT,Hip-Hop/Rap,hip hop,1
2023,UT,Metal,heavy metal,3
2023,UT,Metal,melodic death metal,1
2023,UT,Metal,speed metal,1
2023,UT,Other/Uncategorized,experimental,1
2023,UT,Pop,pop,1
2023,UT,Punk/Hardcore,punk,1
2023,UT,Rock,indie,1
2023,UT,Rock,indie rock,1
2023,UT,Rock,rock,1
2023,UT,Rock,rock and roll,1
2023,UT,Unknown,unknown,1
2023,VA,Country/Folk/Americana,country,3
2023,VA,Country/Folk/Americana,folk,3
2023,VA,Electronic/Dance,new wave,1
2023,VA,Jazz/Blues,blues rock,1
2023,VA,Jazz/Blues,jazz,1
2023,VA,Punk/Hardcore,punk,1
2023,VA,R&B/Soul/Funk,funk,1
2023,VA,Rock,alternative,1
2023,VA,Rock,psychedelic,1
2023,VA,Rock,rock,3
2023,VA,Rock,southern rock,2
2023,VA,Unknown,unknown,2
2023,VT,Classical,rock opera,1
2023,VT,Electronic/Dance,disco,2
2023,VT,Hip-Hop/Rap,rap,2
2023,VT,Jazz/Blues,blues rock,1
2023,VT,R&B/Soul/Funk,funk,2
2023,VT,Reggae/Ska,reggae,1
2023,VT,Rock,indie,1
2023,VT,Rock,rock,1
2023,VT,Rock,stoner rock,1
2023,VT,Unknown,unknown,8
2023,WA,Electronic/Dance,dance,1
2023,WA,Electronic/Dance,dubstep,1
2023,WA,Electronic/Dance,edm,2
2023,WA,Electronic/Dance,electronic,1
2023,WA,Electronic/Dance,progressive house,1
2023,WA,Electronic/Dance,trance,1
2023,WA,Jazz/Blues,blues,1
2023,WA,Jazz/Blues,smooth jazz,1
2023,WA,Pop,indie pop,2
2023,WA,Punk/Hardcore,punk,1
2023,WA,Rock,alternative rock,1
2023,WA,Rock,classic rock,1
2023,WA,Rock,hard rock,2
2023,WA,Rock,indie,1
2023,WA,Rock,rock,1
2023,WA,Unknown,unknown,1
2023,WA,World,afrobeat,1
2023,WI,Country/Folk/Americana,folk,1
2023,WI,Metal,doom metal,1
2023,WI,Metal,nu metal,1
2023,WI,Metal,symphonic metal,2
2023,WI,Punk/Hardcore,pop punk,1
2023,WI,Punk/Hardcore,punk,4
2023,WI,Punk/Hardcore,punk rock,2
2023,WI,Rock,alternative rock,2
2023,WI,Rock,hard rock,1
2023,WI,Rock,rock,1
2023,WI,Unknown,unknown,4
2023,WV,Country/Folk/Americana,americana,1
2023,WV,Country/Folk/Americana,country,4
2023,WV,Electronic/Dance,disco,1
2023,WV,Jazz/Blues,smooth jazz,1
2023,WV,Metal,nu metal,1
